,MATRICULA,REPROVACOES_DE,REPROVACOES_EM,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,REPROVACOES_MF,REPROVACOES_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS
7093,362978,0,0,6.7,7.1,6.4,6.8,0,0,1.0,23,7,3
7094,831579,0,0,6.3,6.8,6.0,5.1,0,0,0.0,4,1,3
7095,375994,0,0,6.1,6.9,5.2,5.6,0,0,0.0,4,2,4
7096,361106,1,1,0.0,0.0,0.0,0.0,1,3,0.0,4,2,3
7097,436141,0,0,7.3,7.0,6.8,5.4,0,0,0.0,6,2,3
7098,692151,1,1,0.0,0.0,0.0,0.0,1,1,0.0,2,0,2
7099,411088,0,0,6.8,6.4,4.9,4.8,0,0,1.0,3,0,3
7100,449199,0,0,6.2,5.4,6.1,5.0,0,0,0.0,12,4,1
7101,673634,0,0,6.6,6.5,5.5,5.4,0,0,1.0,3,1,7
7102,827778,0,0,6.0,6.6,6.2,5.7,0,0,0.0,4,5,3
7103,983207,0,0,4.8,5.6,6.4,5.5,0,0,0.0,7,5,3
7104,639322,0,0,8.2,8.1,8.0,0.0,0,0,0.0,15,0,1
7105,967163,0,0,6.7,5.4,0.0,0.0,1,1,1.0,5,2,2
7106,606264,0,0,6.1,6.1,6.1,5.3,0,0,0.0,10,4,3
7107,748553,0,0,7.0,6.2,7.3,6.9,0,0,0.0,9,5,2
7108,540549,0,0,6.0,5.4,6.7,5.2,0,0,0.0,4,3,6
7109,142161,1,1,0.0,0.0,0.0,0.0,3,1,0.0,5,4,5
7110,689419,0,0,5.8,5.4,5.4,5.1,0,0,1.0,3,7,3
7111,595723,0,0,4.8,5.7,5.8,4.6,0,0,0.0,4,5,2
7112,791515,0,0,6.4,5.9,5.1,6.5,0,0,0.0,2,2,3
7113,426189,3,1,0.0,0.0,0.0,0.0,1,3,0.0,2,1,8
7114,142668,0,0,6.1,5.4,4.9,5.2,0,0,1.0,5,3,3
7115,925485,0,0,6.2,5.0,5.9,6.8,0,0,1.0,2,3,5
7116,338341,0,0,4.2,4.5,5.7,5.3,0,0,1.0,2,2,6
7117,922487,0,0,6.8,6.6,8.3,7.6,0,0,0.0,7,5,3
7118,432578,0,0,6.7,7.3,6.5,5.3,0,0,0.0,2,5,3
7119,334508,0,0,5.2,4.9,5.4,0.0,0,0,1.0,2,0,3
7120,689867,0,0,7.2,7.5,7.3,7.1,0,0,0.0,15,4,1
7121,279431,0,0,6.4,6.6,5.3,6.1,0,0,1.0,5,3,6
7122,701029,0,0,6.2,6.4,6.4,6.4,0,0,0.0,10,5,2
7123,789804,0,0,6.2,6.8,5.7,5.7,0,0,1.0,3,2,5
7124,880665,0,0,6.7,5.6,5.1,5.4,0,0,1.0,3,4,3
7125,967933,0,0,5.6,6.1,6.4,0.0,0,0,1.0,4,4,2
7126,602648,1,1,0.0,0.0,0.0,0.0,3,1,1.0,2,5,3
7127,666956,1,1,0.0,0.0,0.0,0.0,1,1,0.0,5,2,6
7128,100004,0,0,6.5,6.7,6.8,7.1,0,0,0.0,9,5,5
7129,857768,0,0,5.5,4.5,5.6,0.0,0,0,0.0,2,5,3
7130,796993,0,0,6.5,6.4,5.4,5.2,0,0,1.0,3,4,5
7131,477729,1,1,0.0,0.0,0.0,0.0,1,1,1.0,3,2,6
7132,221613,0,0,6.2,5.7,4.6,0.0,0,0,0.0,3,1,7
7133,691092,1,1,0.0,0.0,0.0,0.0,3,3,0.0,4,0,8
7134,186625,1,1,0.0,0.0,0.0,0.0,1,1,0.0,2,2,6
7135,797473,0,0,6.2,6.0,5.8,5.5,0,0,1.0,2,0,7
7136,388067,0,0,5.8,5.0,6.3,4.5,0,0,1.0,2,5,2
7137,838005,0,0,5.8,4.1,6.2,5.7,0,0,0.0,2,5,3
7138,504812,0,0,6.2,6.8,6.2,5.8,0,0,0.0,6,2,4
7139,208629,1,3,0.0,0.0,0.0,0.0,1,1,1.0,4,5,2
7140,452350,0,0,6.3,6.3,5.0,4.9,0,0,1.0,5,5,3
7141,452783,0,0,5.6,4.8,4.7,5.5,0,0,1.0,3,3,3
7142,448142,0,0,7.1,7.1,5.0,4.5,0,0,0.0,9,6,3
7143,795368,0,0,7.2,7.4,6.4,6.9,0,0,0.0,5,5,3
7144,481372,0,0,6.7,5.2,0.0,0.0,1,1,0.0,13,0,5
7145,377142,0,0,5.4,5.4,4.6,5.5,0,0,0.0,0,1,6
7146,889629,0,0,6.5,6.5,5.0,0.0,0,0,0.0,2,3,3
7147,729960,0,0,5.0,5.4,4.8,5.0,0,0,0.0,3,1,4
7148,173117,0,0,6.6,6.1,5.7,6.2,0,0,1.0,10,5,3
7149,765028,0,0,5.2,5.3,6.7,5.6,0,0,1.0,4,2,5
7150,718079,0,0,6.9,5.7,5.9,5.4,0,0,1.0,2,1,6
7151,514143,1,1,0.0,0.0,0.0,0.0,1,1,1.0,5,2,3
7152,903349,0,0,7.3,7.0,6.2,5.6,0,0,0.0,4,0,8
7153,748529,0,0,6.1,4.9,4.7,4.3,0,0,1.0,6,0,3
7154,517310,0,0,7.8,8.1,8.3,0.0,0,0,1.0,3,5,2
7155,894893,0,0,5.8,5.0,6.0,4.9,0,0,1.0,3,2,5
7156,782614,0,0,6.0,5.1,5.3,5.0,0,0,1.0,4,1,6
7157,140173,0,0,7.1,8.0,7.5,6.4,0,0,0.0,3,0,3
7158,562564,0,0,6.0,6.3,5.6,5.6,0,0,0.0,2,0,3
7159,175399,0,0,5.3,4.6,5.6,5.1,0,0,0.0,0,2,3
7160,359043,0,0,6.6,6.2,5.2,5.6,0,0,1.0,5,0,8
7161,701837,0,0,6.5,4.7,5.1,5.1,0,0,0.0,2,1,7
7162,929329,0,0,7.0,7.1,6.7,4.9,0,0,0.0,14,0,1
7163,504330,3,1,0.0,0.0,0.0,0.0,1,1,1.0,10,5,2
7164,467116,0,0,7.2,7.0,6.5,0.0,0,0,0.0,6,5,3
7165,576782,0,0,6.7,6.9,7.6,6.2,0,0,1.0,5,2,7
7166,847301,0,0,4.5,5.3,6.2,5.3,0,0,0.0,3,4,3
7167,663258,0,0,5.4,5.0,5.3,4.8,0,0,0.0,7,2,1
7168,772161,0,0,5.8,5.3,6.1,0.0,0,0,1.0,3,0,8
7169,166361,0,0,6.1,5.9,5.0,5.4,0,0,0.0,2,4,3
7170,588423,1,3,0.0,0.0,0.0,0.0,3,1,0.0,4,5,6
7171,267415,0,0,5.9,5.6,4.8,5.1,0,0,1.0,4,0,3
7172,363587,0,0,6.7,6.2,5.2,0.0,0,0,0.0,5,6,5
7173,961743,0,0,6.2,5.3,5.4,4.6,0,0,1.0,3,0,4
7174,842433,1,1,0.0,0.0,0.0,0.0,3,1,0.0,2,5,3
7175,974375,0,0,6.8,5.4,7.4,5.8,0,0,1.0,0,3,3
7176,580513,0,0,6.4,5.8,6.7,5.3,0,0,0.0,5,5,4
7177,720241,0,0,6.6,5.3,5.1,5.0,0,0,0.0,8,5,6
7178,647231,0,0,5.6,5.6,4.7,6.2,0,0,1.0,1,2,3
7179,315890,0,0,6.1,6.8,4.8,5.3,0,0,0.0,3,3,4
7180,842795,0,0,5.7,6.4,6.7,0.0,0,0,1.0,0,3,5
7181,192569,0,0,6.9,6.9,7.8,7.0,0,0,1.0,4,2,6
7182,119595,1,1,0.0,0.0,0.0,0.0,3,1,1.0,9,2,6
7183,315128,0,0,6.5,6.7,5.5,5.0,0,0,1.0,3,5,3
7184,545497,0,0,6.6,6.3,5.6,5.9,0,0,0.0,14,0,1
7185,588597,0,0,6.8,7.0,6.9,6.5,0,0,1.0,2,5,3
7186,512431,0,0,5.5,4.7,6.1,6.1,0,0,0.0,6,3,3
7187,526468,0,0,4.7,4.9,6.5,4.8,0,0,0.0,0,2,6
7188,812468,0,0,6.6,6.9,5.7,0.0,0,0,0.0,7,7,1
7189,270296,1,3,0.0,0.0,0.0,0.0,1,1,1.0,4,2,6
7190,167572,0,0,6.3,6.1,0.0,0.0,1,1,0.0,2,1,6
7191,947185,0,0,6.2,6.2,5.8,5.9,0,0,1.0,2,3,4
7192,737470,0,0,4.6,4.9,4.6,0.0,0,0,1.0,2,0,1
7193,183748,0,0,6.4,6.0,7.0,0.0,0,0,1.0,2,3,5
7194,753386,0,0,5.5,5.8,5.5,0.0,0,0,0.0,5,0,8
7195,202497,0,0,6.9,7.7,7.1,6.9,0,0,0.0,13,6,3
7196,637143,0,0,7.2,6.7,5.1,6.1,0,0,0.0,5,5,3
7197,750518,1,3,0.0,0.0,0.0,0.0,1,1,0.0,3,0,4
7198,672423,0,0,6.1,6.0,5.5,6.2,0,0,1.0,6,3,7
7199,909533,0,0,6.4,6.0,6.1,6.3,0,0,1.0,14,5,4
7200,735533,0,0,6.8,6.7,7.4,0.0,0,0,1.0,6,2,5
7201,732489,0,0,6.3,6.4,4.6,5.7,0,0,0.0,2,3,7
7202,139101,0,0,7.7,7.9,9.3,0.0,0,0,0.0,25,7,1
7203,274925,0,0,6.9,5.9,5.6,6.5,0,0,1.0,2,0,3
7204,466293,0,0,6.1,6.2,6.5,5.9,0,0,1.0,9,4,3
7205,257748,1,1,0.0,0.0,0.0,0.0,1,1,1.0,0,3,8
7206,363606,0,0,5.9,4.8,4.7,4.5,0,0,1.0,3,2,5
7207,400424,0,0,6.5,5.5,5.2,0.0,0,0,0.0,2,4,6
7208,178637,0,0,7.1,7.2,6.8,7.1,0,0,0.0,11,6,3
7209,900941,0,0,4.4,5.4,0.0,0.0,1,1,0.0,0,2,4
7210,774258,0,0,6.1,6.6,4.7,4.8,0,0,0.0,3,5,3
7211,665989,0,0,5.6,5.5,5.4,0.0,0,0,1.0,5,6,5
7212,968870,0,0,4.6,5.5,6.1,6.1,0,0,0.0,12,5,3
7213,759430,0,0,6.2,7.0,5.9,6.1,0,0,0.0,10,7,3
7214,249772,0,0,5.2,5.4,5.5,0.0,0,0,1.0,5,2,6
7215,578824,0,0,5.8,5.7,5.8,0.0,0,0,1.0,6,2,6
7216,365064,0,0,4.9,5.6,4.6,0.0,0,0,0.0,6,0,6
7217,181666,0,0,4.9,6.4,4.6,4.3,0,0,1.0,1,3,6
7218,684675,0,0,6.0,6.5,0.0,0.0,1,1,0.0,3,4,3
7219,781239,0,0,5.8,5.0,6.2,0.0,0,0,1.0,3,5,3
7220,393574,0,0,4.7,4.8,4.9,5.2,0,0,0.0,2,2,4
7221,474443,0,0,8.1,7.7,8.7,7.5,0,0,0.0,9,4,3
7222,181908,0,0,6.3,5.9,6.0,6.4,0,0,1.0,4,3,6
7223,200418,0,0,7.4,7.4,8.5,0.0,0,0,1.0,9,5,4
7224,182065,0,0,6.7,6.6,6.5,5.0,0,0,0.0,14,6,1
7225,578111,0,0,7.0,7.1,7.0,6.5,0,0,0.0,4,4,3
7226,755584,1,1,0.0,0.0,0.0,0.0,1,1,1.0,2,3,5
7227,342530,0,0,6.1,6.8,5.5,6.3,0,0,0.0,9,5,3
7228,109645,0,0,5.4,6.2,5.6,4.6,0,0,0.0,5,2,6
7229,429334,0,0,6.2,6.1,5.6,5.6,0,0,1.0,5,2,3
7230,351689,0,0,6.3,5.6,6.5,0.0,0,0,0.0,5,4,4
7231,219943,0,0,7.0,6.5,7.6,6.1,0,0,1.0,9,3,1
7232,243910,0,0,5.0,5.6,5.0,0.0,0,0,1.0,5,4,2
7233,907392,0,0,6.8,7.5,7.2,6.3,0,0,1.0,3,6,3
7234,386570,1,1,0.0,0.0,0.0,0.0,1,1,1.0,2,2,6
7235,155970,0,0,6.2,6.9,6.1,5.0,0,0,0.0,4,2,3
7236,274111,0,0,5.9,6.4,5.5,5.6,0,0,1.0,2,0,6
7237,791178,0,0,5.9,7.2,0.0,0.0,1,1,1.0,12,2,6
7238,786522,0,0,5.0,5.4,0.0,0.0,1,3,0.0,5,3,4
7239,837588,0,0,5.7,5.8,6.9,4.4,0,0,0.0,3,0,3
7240,832885,1,1,0.0,0.0,0.0,0.0,1,1,0.0,18,7,2
7241,168607,0,0,6.9,6.8,5.7,7.3,0,0,1.0,3,7,1
7242,581787,0,0,6.8,5.7,6.5,6.4,0,0,1.0,8,6,7
7243,903665,0,0,7.4,6.7,6.2,7.5,0,0,0.0,21,7,1
7244,648991,0,0,6.7,5.0,6.0,5.9,0,0,1.0,2,0,6
7245,638803,0,0,7.1,7.1,7.5,6.9,0,0,1.0,12,2,3
7246,730594,0,0,6.5,6.7,6.7,7.2,0,0,1.0,2,0,3
7247,229004,0,0,6.7,6.7,5.8,5.5,0,0,0.0,4,5,3
7248,434901,0,0,6.0,5.2,6.6,4.9,0,0,1.0,0,1,6
7249,438681,1,1,0.0,0.0,0.0,0.0,1,1,1.0,1,3,4
7250,983558,0,0,5.9,4.5,6.2,5.3,0,0,1.0,3,3,3
7251,691793,3,1,0.0,0.0,0.0,0.0,1,3,1.0,1,2,7
7252,351895,0,0,7.1,6.8,6.1,6.4,0,0,1.0,3,5,3
7253,175586,0,0,4.5,4.7,5.5,4.9,0,0,0.0,3,4,4
7254,848285,0,0,4.6,6.5,5.2,4.5,0,0,0.0,3,4,5
7255,562482,1,1,0.0,0.0,0.0,0.0,1,1,0.0,4,1,7
7256,868293,0,0,6.1,5.2,5.0,5.9,0,0,0.0,5,1,2
7257,868150,0,0,6.9,6.3,5.4,6.3,0,0,1.0,0,3,5
7258,894490,0,0,7.0,5.5,6.1,4.4,0,0,1.0,2,4,3
7259,974129,1,1,0.0,0.0,0.0,0.0,1,1,1.0,14,5,3
7260,507256,0,0,6.5,6.3,5.6,5.0,0,0,1.0,5,5,3
7261,100003,0,0,6.6,6.9,7.8,6.5,0,0,1.0,3,4,4
7262,260478,0,0,5.6,5.8,4.9,0.0,0,0,0.0,2,5,3
7263,183576,0,0,6.6,6.9,5.5,5.8,0,0,0.0,9,5,3
7264,479537,0,0,7.3,7.7,7.8,7.1,0,0,0.0,10,5,1
7265,821230,0,0,5.0,4.2,5.7,4.2,0,0,0.0,2,5,3
7266,194783,0,0,5.3,5.3,5.3,4.7,0,0,1.0,3,1,3
7267,527702,0,0,6.3,6.4,6.5,5.0,0,0,0.0,5,3,4
7268,221438,0,0,6.7,5.8,5.3,6.2,0,0,0.0,5,5,2
7269,901689,0,0,6.1,6.5,6.6,6.0,0,0,0.0,5,5,5
7270,938923,0,0,6.0,5.9,4.9,0.0,0,0,1.0,3,2,6
7271,742862,3,1,0.0,0.0,0.0,0.0,1,1,0.0,2,5,3
7272,107644,0,0,6.1,5.4,4.8,0.0,0,0,1.0,3,5,4
7273,466249,0,0,5.6,4.6,5.2,5.7,0,0,1.0,4,5,3
7274,592295,0,0,7.4,7.2,6.0,7.7,0,0,1.0,2,2,6
7275,597073,0,0,6.6,5.6,5.8,6.1,0,0,1.0,14,5,3
7276,944911,0,0,6.7,6.8,5.8,6.4,0,0,1.0,4,2,4
7277,208636,0,0,4.8,4.4,5.6,5.2,0,0,0.0,5,5,3
7278,712176,0,0,6.4,6.7,5.8,6.2,0,0,0.0,8,5,3
7279,301143,0,0,5.3,5.5,6.0,5.1,0,0,1.0,5,7,2
7280,625387,0,0,6.7,4.3,5.8,6.0,0,0,1.0,2,0,3
7281,964160,0,0,6.1,6.0,6.1,6.0,0,0,1.0,8,5,3
7282,224527,1,1,0.0,0.0,0.0,0.0,1,1,0.0,5,0,3
7283,608025,0,0,7.1,7.1,6.8,5.6,0,0,1.0,7,5,5
7284,855480,0,0,5.7,6.1,4.7,0.0,0,0,1.0,2,0,4
7285,922135,0,0,6.4,6.7,5.4,5.5,0,0,0.0,5,2,4
7286,429297,0,0,6.0,6.2,4.8,4.3,0,0,1.0,4,0,8
7287,932852,0,0,6.5,5.9,5.5,0.0,0,0,1.0,7,2,2
7288,456314,0,0,5.9,5.2,5.6,5.3,0,0,0.0,10,4,4
7289,206914,1,1,0.0,0.0,0.0,0.0,3,1,1.0,2,1,7
7290,883905,0,0,6.4,5.1,6.5,6.2,0,0,1.0,2,0,3
7291,468140,0,0,6.6,7.0,6.9,5.5,0,0,1.0,12,3,6
7292,573609,0,0,6.7,7.3,7.8,6.8,0,0,1.0,2,4,2
7293,530449,0,0,6.3,4.5,5.6,0.0,0,0,0.0,1,0,3
7294,940968,0,0,6.3,5.5,5.7,0.0,0,0,0.0,4,5,3
7295,960217,3,1,0.0,0.0,0.0,0.0,1,1,0.0,7,5,6
7296,720430,0,0,6.9,6.8,4.8,6.1,0,0,1.0,2,2,5
7297,862208,0,0,6.3,6.7,5.8,6.0,0,0,1.0,3,3,5
7298,504354,0,0,5.4,5.5,5.1,6.1,0,0,1.0,3,2,4
7299,475534,0,0,6.7,5.9,6.1,5.8,0,0,0.0,5,2,2
7300,877304,0,0,6.7,5.8,5.9,4.9,0,0,1.0,4,0,4
7301,988121,0,0,6.3,6.1,0.0,0.0,1,1,1.0,3,3,3
7302,678256,0,0,6.6,7.0,5.9,5.6,0,0,1.0,3,5,5
7303,325336,0,0,6.8,6.2,6.6,5.4,0,0,0.0,7,5,3
7304,622745,0,0,7.4,7.1,5.5,0.0,0,0,0.0,5,5,4
7305,209512,0,0,6.6,6.4,4.6,6.3,0,0,0.0,13,6,2
7306,427440,0,0,6.2,6.2,7.3,6.2,0,0,0.0,1,2,4
7307,480102,1,1,0.0,0.0,0.0,0.0,1,1,0.0,17,4,3
7308,825508,1,3,0.0,0.0,0.0,0.0,1,1,1.0,4,3,3
7309,179177,0,0,7.2,6.4,7.8,7.4,0,0,1.0,7,5,3
7310,574662,0,0,7.3,7.1,5.9,0.0,0,0,0.0,9,5,6
7311,618825,0,0,6.4,6.3,5.7,4.4,0,0,1.0,4,4,3
7312,527591,0,0,5.2,5.0,4.9,0.0,0,0,0.0,7,2,2
7313,419446,0,0,6.1,5.8,6.4,4.5,0,0,1.0,2,2,7
7314,185554,0,0,5.2,5.0,5.0,6.0,0,0,0.0,4,0,7
7315,118978,0,0,6.0,5.0,5.5,5.3,0,0,1.0,8,5,3
7316,520151,1,3,0.0,0.0,0.0,0.0,1,1,1.0,5,1,7
7317,531871,0,0,4.5,5.5,5.0,4.6,0,0,0.0,6,5,3
7318,855634,0,0,6.0,5.4,4.9,5.7,0,0,0.0,3,1,3
7319,808369,0,0,5.6,5.6,5.5,0.0,0,0,0.0,2,5,3
7320,807420,0,0,6.6,6.2,7.3,6.3,0,0,0.0,3,4,5
7321,937060,0,0,7.0,7.3,0.0,0.0,1,1,0.0,4,1,3
7322,804061,1,1,0.0,0.0,0.0,0.0,1,1,1.0,0,1,4
7323,903021,0,0,6.8,5.0,7.0,0.0,0,0,0.0,2,3,3
7324,834094,0,0,6.7,5.5,6.2,6.5,0,0,1.0,4,2,6
7325,577750,1,3,0.0,0.0,0.0,0.0,1,1,1.0,3,2,7
7326,433680,0,0,6.5,6.4,6.2,5.9,0,0,0.0,4,0,8
7327,351118,0,0,6.6,7.0,7.2,6.3,0,0,0.0,4,4,3
7328,806129,0,0,5.9,6.1,5.9,5.8,0,0,0.0,2,2,3
7329,551277,3,3,0.0,0.0,0.0,0.0,1,3,1.0,2,1,4
7330,952734,0,0,5.6,4.8,4.9,4.5,0,0,0.0,3,2,6
7331,580082,0,0,6.4,6.5,6.8,0.0,0,0,0.0,4,3,3
7332,228014,0,0,6.0,6.0,5.4,4.5,0,0,1.0,2,4,5
7333,691023,3,1,0.0,0.0,0.0,0.0,3,1,1.0,2,2,4
7334,888987,0,0,6.9,6.4,6.3,6.5,0,0,0.0,11,5,3
7335,311869,0,0,6.7,5.1,5.1,6.0,0,0,1.0,2,0,8
7336,595975,1,1,0.0,0.0,0.0,0.0,1,1,1.0,3,2,3
7337,138972,0,0,5.9,5.6,5.9,5.1,0,0,0.0,4,3,5
7338,760749,0,0,7.1,7.4,5.9,0.0,0,0,0.0,8,7,1
7339,647143,0,0,6.9,7.1,5.9,0.0,0,0,0.0,14,5,3
7340,160143,1,1,0.0,0.0,0.0,0.0,1,1,1.0,2,3,4
7341,105551,0,0,5.4,4.9,5.4,5.8,0,0,1.0,2,2,3
7342,143498,0,0,6.3,5.5,6.6,4.6,0,0,0.0,2,0,3
7343,463334,0,0,6.8,7.0,5.3,5.5,0,0,0.0,3,5,3
7344,771159,3,1,0.0,0.0,0.0,0.0,1,1,1.0,8,3,5
7345,386873,0,0,6.1,4.9,5.8,0.0,0,0,0.0,3,4,4
7346,291258,0,0,6.1,5.6,5.8,4.8,0,0,1.0,2,3,3
7347,214476,0,0,6.5,6.3,4.8,4.7,0,0,0.0,3,4,5
7348,455902,0,0,7.0,6.5,6.3,5.8,0,0,1.0,8,4,5
7349,242959,0,0,5.8,4.3,6.5,5.8,0,0,0.0,5,2,5
7350,187791,0,0,6.6,6.9,7.3,6.6,0,0,1.0,12,2,4
7351,924632,1,1,0.0,0.0,0.0,0.0,1,1,0.0,4,5,2
7352,891911,0,0,6.5,6.6,8.5,7.3,0,0,0.0,5,5,1
7353,758736,1,1,0.0,0.0,0.0,0.0,1,1,1.0,4,0,4
7354,300685,0,0,7.6,8.2,8.7,7.3,0,0,0.0,12,6,2
7355,145773,1,1,0.0,0.0,0.0,0.0,1,1,0.0,12,5,3
7356,681506,0,0,6.7,6.2,8.3,0.0,0,0,0.0,9,4,3
7357,734281,0,0,6.0,4.2,5.2,0.0,0,0,0.0,5,4,3
7358,798814,0,0,6.1,5.3,5.0,4.6,0,0,0.0,2,3,6
7359,496342,0,0,5.1,5.8,5.5,5.1,0,0,0.0,8,0,6
7360,938984,0,0,7.2,7.5,7.3,7.3,0,0,1.0,7,5,3
7361,863791,0,0,6.7,7.9,5.0,6.2,0,0,0.0,8,6,3
7362,762071,0,0,7.2,6.7,6.9,0.0,0,0,0.0,5,4,4
7363,531949,0,0,6.9,7.2,8.0,6.7,0,0,0.0,16,6,1
7364,604777,0,0,5.8,6.3,4.6,6.2,0,0,0.0,4,2,6
7365,380599,0,0,7.3,6.9,6.2,5.3,0,0,1.0,7,6,3
7366,668117,0,0,4.3,5.5,4.8,5.0,0,0,0.0,0,0,7
7367,870550,0,0,6.7,6.1,6.0,5.6,0,0,1.0,5,5,3
7368,836381,0,0,6.4,5.4,5.0,5.7,0,0,0.0,2,4,4
7369,763695,1,1,0.0,0.0,0.0,0.0,1,1,1.0,7,4,4
7370,843338,0,0,6.5,7.3,5.9,5.7,0,0,1.0,13,5,3
7371,173082,0,0,6.2,5.6,5.7,4.3,0,0,1.0,8,2,4
7372,905433,0,0,6.9,7.1,6.5,0.0,0,0,0.0,2,4,3
7373,203294,0,0,5.7,5.7,5.7,0.0,0,0,0.0,3,5,4
7374,577730,0,0,6.8,7.3,4.7,6.8,0,0,0.0,5,0,6
7375,211734,0,0,6.1,4.8,5.6,5.1,0,0,0.0,3,2,4
7376,833995,0,0,5.2,5.2,5.1,4.8,0,0,1.0,7,4,1
7377,279031,0,0,7.0,6.1,6.5,5.9,0,0,1.0,5,2,5
7378,965810,0,0,5.5,5.0,5.3,5.2,0,0,1.0,3,4,4
7379,903464,0,0,7.6,7.6,9.4,7.0,0,0,0.0,4,3,3
7380,154727,0,0,7.0,6.9,8.3,0.0,0,0,0.0,0,5,3
7381,298917,0,0,6.8,6.0,5.5,0.0,0,0,1.0,6,4,3
7382,606756,0,0,5.4,5.4,5.9,4.9,0,0,0.0,4,4,6
7383,250966,0,0,7.5,8.8,9.4,7.4,0,0,0.0,5,2,3
7384,729220,0,0,6.7,5.1,5.8,5.5,0,0,1.0,3,3,4
7385,549243,0,0,8.1,7.5,7.7,0.0,0,0,0.0,24,5,2
7386,219857,0,0,6.2,6.3,7.4,7.1,0,0,1.0,2,2,6
7387,810412,0,0,6.4,6.7,6.6,5.6,0,0,0.0,5,2,4
7388,396137,0,0,6.6,6.3,6.8,6.1,0,0,1.0,0,0,3
7389,481062,0,0,6.9,6.9,5.7,5.3,0,0,1.0,8,3,1
7390,899345,0,0,7.7,7.4,8.1,6.8,0,0,0.0,8,5,3
7391,128761,0,0,6.4,6.6,5.1,0.0,0,0,1.0,5,5,3
7392,617413,0,0,7.0,6.9,7.4,7.6,0,0,1.0,7,5,2
7393,699936,0,0,6.3,5.1,0.0,0.0,1,1,1.0,3,2,5
7394,984844,0,0,5.3,4.2,5.8,5.2,0,0,1.0,5,2,3
7395,915077,0,0,6.9,6.2,6.7,6.4,0,0,1.0,4,5,1
7396,345319,0,0,5.9,5.4,6.0,6.4,0,0,1.0,5,4,5
7397,384956,0,0,6.3,6.8,4.9,4.6,0,0,1.0,4,2,6
7398,226863,1,1,0.0,0.0,0.0,0.0,1,1,1.0,5,2,5
7399,624310,0,0,6.2,5.6,5.0,5.6,0,0,0.0,5,1,7
7400,395401,0,0,6.5,6.0,5.6,5.3,0,0,0.0,9,2,3
7401,690052,0,0,6.4,5.9,6.8,5.4,0,0,1.0,3,3,4
7402,906643,0,0,5.6,6.2,5.8,4.8,0,0,1.0,8,2,6
7403,734088,0,0,6.2,6.7,5.4,0.0,0,0,1.0,1,2,6
7404,956119,0,0,7.0,6.4,6.8,6.3,0,0,0.0,2,2,6
7405,177467,0,0,6.7,5.7,5.5,6.4,0,0,0.0,2,4,5
7406,952816,0,0,4.6,4.5,5.4,4.3,0,0,1.0,1,0,3
7407,800421,0,0,6.3,5.6,5.1,5.2,0,0,0.0,4,3,4
7408,969269,1,1,0.0,0.0,0.0,0.0,3,3,1.0,2,2,4
7409,761952,0,0,6.5,6.7,5.3,4.9,0,0,0.0,2,6,4
7410,700858,0,0,5.9,5.8,5.2,5.1,0,0,0.0,4,0,8
7411,951012,0,0,5.5,5.1,4.7,5.1,0,0,1.0,5,0,1
7412,413711,0,0,5.2,5.2,5.3,5.4,0,0,1.0,2,4,5
7413,275802,0,0,7.9,8.4,8.6,7.6,0,0,0.0,23,7,1
7414,634319,0,0,6.7,6.4,5.2,5.2,0,0,0.0,5,4,5
7415,925324,0,0,6.7,6.0,4.9,5.7,0,0,1.0,3,0,6
7416,996994,0,0,6.1,7.0,7.4,5.8,0,0,0.0,3,2,6
7417,253021,0,0,6.1,5.5,7.2,6.2,0,0,1.0,5,2,5
7418,345953,0,0,7.0,5.9,6.7,6.0,0,0,1.0,2,0,4
7419,896387,0,0,6.2,6.7,7.3,7.8,0,0,1.0,6,4,3
7420,598344,1,1,0.0,0.0,0.0,0.0,1,3,0.0,13,5,4
7421,949010,1,1,0.0,0.0,0.0,0.0,1,1,0.0,5,2,6
7422,998709,0,0,7.7,8.4,7.6,7.0,0,0,0.0,11,3,5
7423,587686,3,3,0.0,0.0,0.0,0.0,1,1,1.0,7,2,5
7424,328852,0,0,5.7,5.6,5.8,5.7,0,0,1.0,8,3,5
7425,106318,1,1,0.0,0.0,0.0,0.0,1,3,0.0,5,4,5
7426,985038,1,1,0.0,0.0,0.0,0.0,3,1,0.0,2,5,3
7427,994563,0,0,6.4,5.3,6.6,6.0,0,0,1.0,0,5,4
7428,313115,0,0,5.9,6.0,5.0,4.8,0,0,0.0,2,4,4
7429,344720,0,0,7.8,7.7,9.3,7.8,0,0,1.0,7,5,3
7430,194575,1,1,0.0,0.0,0.0,0.0,1,1,0.0,2,2,3
7431,847898,0,0,5.0,4.7,5.1,5.8,0,0,0.0,5,0,3
7432,247646,0,0,5.7,5.3,5.6,5.2,0,0,0.0,5,3,3
7433,354581,0,0,6.5,6.1,5.0,0.0,0,0,1.0,4,4,2
7434,874787,0,0,6.5,5.0,6.3,5.0,0,0,0.0,3,4,4
7435,401169,0,0,5.6,5.2,6.2,4.7,0,0,0.0,16,7,3
7436,510278,1,1,0.0,0.0,0.0,0.0,1,1,1.0,3,0,7
7437,606291,0,0,6.6,6.1,7.6,6.1,0,0,0.0,2,1,3
7438,982293,0,0,5.6,4.7,5.9,5.8,0,0,0.0,2,2,6
7439,535650,1,3,0.0,0.0,0.0,0.0,3,1,1.0,4,2,6
